snapshot_id,snapshot_timestamp_utc,station_id,station_sequence,upstream_station,downstream_station,takt_time,standard_cycle_time,station_capacity,configuration_status
MS007825,2026-08-26 14:52:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007826,2026-08-26 14:52:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007827,2026-08-26 14:52:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007828,2026-08-26 14:52:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007829,2026-08-26 14:52:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007830,2026-08-26 14:52:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007831,2026-08-26 14:52:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007832,2026-08-26 14:52:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007833,2026-08-26 14:52:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007834,2026-08-26 14:52:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007835,2026-08-26 14:52:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007836,2026-08-26 14:52:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007837,2026-08-26 14:53:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007838,2026-08-26 14:53:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007839,2026-08-26 14:53:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007840,2026-08-26 14:53:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007841,2026-08-26 14:53:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007842,2026-08-26 14:53:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007843,2026-08-26 14:53:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007844,2026-08-26 14:53:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007845,2026-08-26 14:53:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007846,2026-08-26 14:53:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007847,2026-08-26 14:53:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007848,2026-08-26 14:53:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007849,2026-08-26 14:54:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007850,2026-08-26 14:54:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007851,2026-08-26 14:54:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007852,2026-08-26 14:54:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007853,2026-08-26 14:54:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007854,2026-08-26 14:54:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007855,2026-08-26 14:54:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007856,2026-08-26 14:54:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007857,2026-08-26 14:54:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007858,2026-08-26 14:54:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007859,2026-08-26 14:54:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007860,2026-08-26 14:54:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007861,2026-08-26 14:55:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007862,2026-08-26 14:55:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007863,2026-08-26 14:55:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007864,2026-08-26 14:55:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007865,2026-08-26 14:55:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007866,2026-08-26 14:55:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007867,2026-08-26 14:55:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007868,2026-08-26 14:55:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007869,2026-08-26 14:55:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007870,2026-08-26 14:55:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007871,2026-08-26 14:55:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007872,2026-08-26 14:55:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007873,2026-08-26 14:56:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007874,2026-08-26 14:56:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007875,2026-08-26 14:56:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007876,2026-08-26 14:56:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007877,2026-08-26 14:56:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007878,2026-08-26 14:56:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007879,2026-08-26 14:56:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007880,2026-08-26 14:56:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007881,2026-08-26 14:56:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007882,2026-08-26 14:56:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007883,2026-08-26 14:56:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007884,2026-08-26 14:56:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007885,2026-08-26 14:57:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007886,2026-08-26 14:57:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007887,2026-08-26 14:57:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007888,2026-08-26 14:57:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007889,2026-08-26 14:57:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007890,2026-08-26 14:57:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007891,2026-08-26 14:57:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007892,2026-08-26 14:57:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007893,2026-08-26 14:57:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007894,2026-08-26 14:57:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007895,2026-08-26 14:57:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007896,2026-08-26 14:57:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007897,2026-08-26 14:58:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007898,2026-08-26 14:58:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007899,2026-08-26 14:58:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007900,2026-08-26 14:58:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007901,2026-08-26 14:58:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007902,2026-08-26 14:58:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007903,2026-08-26 14:58:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007904,2026-08-26 14:58:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007905,2026-08-26 14:58:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007906,2026-08-26 14:58:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007907,2026-08-26 14:58:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007908,2026-08-26 14:58:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007909,2026-08-26 14:59:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007910,2026-08-26 14:59:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007911,2026-08-26 14:59:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007912,2026-08-26 14:59:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007913,2026-08-26 14:59:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007914,2026-08-26 14:59:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007915,2026-08-26 14:59:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007916,2026-08-26 14:59:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007917,2026-08-26 14:59:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007918,2026-08-26 14:59:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007919,2026-08-26 14:59:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007920,2026-08-26 14:59:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007921,2026-08-26 15:00:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007922,2026-08-26 15:00:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007923,2026-08-26 15:00:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007924,2026-08-26 15:00:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007925,2026-08-26 15:00:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007926,2026-08-26 15:00:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007927,2026-08-26 15:00:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007928,2026-08-26 15:00:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007929,2026-08-26 15:00:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007930,2026-08-26 15:00:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007931,2026-08-26 15:00:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007932,2026-08-26 15:00:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007933,2026-08-26 15:01:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007934,2026-08-26 15:01:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007935,2026-08-26 15:01:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007936,2026-08-26 15:01:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007937,2026-08-26 15:01:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007938,2026-08-26 15:01:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007939,2026-08-26 15:01:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007940,2026-08-26 15:01:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007941,2026-08-26 15:01:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007942,2026-08-26 15:01:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007943,2026-08-26 15:01:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007944,2026-08-26 15:01:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007945,2026-08-26 15:02:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007946,2026-08-26 15:02:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007947,2026-08-26 15:02:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007948,2026-08-26 15:02:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007949,2026-08-26 15:02:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007950,2026-08-26 15:02:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007951,2026-08-26 15:02:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007952,2026-08-26 15:02:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007953,2026-08-26 15:02:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007954,2026-08-26 15:02:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007955,2026-08-26 15:02:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007956,2026-08-26 15:02:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007957,2026-08-26 15:03:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007958,2026-08-26 15:03:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007959,2026-08-26 15:03:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007960,2026-08-26 15:03:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007961,2026-08-26 15:03:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007962,2026-08-26 15:03:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007963,2026-08-26 15:03:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007964,2026-08-26 15:03:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007965,2026-08-26 15:03:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007966,2026-08-26 15:03:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007967,2026-08-26 15:03:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007968,2026-08-26 15:03:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007969,2026-08-26 15:04:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007970,2026-08-26 15:04:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007971,2026-08-26 15:04:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007972,2026-08-26 15:04:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007973,2026-08-26 15:04:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007974,2026-08-26 15:04:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007975,2026-08-26 15:04:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007976,2026-08-26 15:04:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007977,2026-08-26 15:04:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007978,2026-08-26 15:04:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007979,2026-08-26 15:04:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007980,2026-08-26 15:04:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007981,2026-08-26 15:05:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007982,2026-08-26 15:05:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007983,2026-08-26 15:05:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007984,2026-08-26 15:05:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007985,2026-08-26 15:05:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007986,2026-08-26 15:05:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007987,2026-08-26 15:05:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS007988,2026-08-26 15:05:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS007989,2026-08-26 15:05:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS007990,2026-08-26 15:05:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS007991,2026-08-26 15:05:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS007992,2026-08-26 15:05:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS007993,2026-08-26 15:06:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS007994,2026-08-26 15:06:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS007995,2026-08-26 15:06:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS007996,2026-08-26 15:06:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS007997,2026-08-26 15:06:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS007998,2026-08-26 15:06:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS007999,2026-08-26 15:06:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS008000,2026-08-26 15:06:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS008001,2026-08-26 15:06:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS008002,2026-08-26 15:06:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS008003,2026-08-26 15:06:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS008004,2026-08-26 15:06:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS008005,2026-08-26 15:07:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS008006,2026-08-26 15:07:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS008007,2026-08-26 15:07:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS008008,2026-08-26 15:07:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS008009,2026-08-26 15:07:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS008010,2026-08-26 15:07:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS008011,2026-08-26 15:07:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS008012,2026-08-26 15:07:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS008013,2026-08-26 15:07:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS008014,2026-08-26 15:07:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS008015,2026-08-26 15:07:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS008016,2026-08-26 15:07:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS008017,2026-08-26 15:08:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS008018,2026-08-26 15:08:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS008019,2026-08-26 15:08:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS008020,2026-08-26 15:08:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS008021,2026-08-26 15:08:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS008022,2026-08-26 15:08:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS008023,2026-08-26 15:08:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS008024,2026-08-26 15:08:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS008025,2026-08-26 15:08:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS008026,2026-08-26 15:08:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS008027,2026-08-26 15:08:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS008028,2026-08-26 15:08:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS008029,2026-08-26 15:09:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS008030,2026-08-26 15:09:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS008031,2026-08-26 15:09:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS008032,2026-08-26 15:09:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS008033,2026-08-26 15:09:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS008034,2026-08-26 15:09:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS008035,2026-08-26 15:09:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS008036,2026-08-26 15:09:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS008037,2026-08-26 15:09:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS008038,2026-08-26 15:09:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS008039,2026-08-26 15:09:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS008040,2026-08-26 15:09:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS008041,2026-08-26 15:10:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS008042,2026-08-26 15:10:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS008043,2026-08-26 15:10:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS008044,2026-08-26 15:10:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS008045,2026-08-26 15:10:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS008046,2026-08-26 15:10:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS008047,2026-08-26 15:10:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS008048,2026-08-26 15:10:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS008049,2026-08-26 15:10:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS008050,2026-08-26 15:10:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS008051,2026-08-26 15:10:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS008052,2026-08-26 15:10:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS008053,2026-08-26 15:11:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS008054,2026-08-26 15:11:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS008055,2026-08-26 15:11:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS008056,2026-08-26 15:11:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS008057,2026-08-26 15:11:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS008058,2026-08-26 15:11:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS008059,2026-08-26 15:11:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS008060,2026-08-26 15:11:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS008061,2026-08-26 15:11:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS008062,2026-08-26 15:11:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS008063,2026-08-26 15:11:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS008064,2026-08-26 15:11:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS008065,2026-08-26 15:12:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS008066,2026-08-26 15:12:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS008067,2026-08-26 15:12:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS008068,2026-08-26 15:12:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS008069,2026-08-26 15:12:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS008070,2026-08-26 15:12:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS008071,2026-08-26 15:12:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS008072,2026-08-26 15:12:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS008073,2026-08-26 15:12:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS008074,2026-08-26 15:12:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS008075,2026-08-26 15:12:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS008076,2026-08-26 15:12:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS008077,2026-08-26 15:13:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS008078,2026-08-26 15:13:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS008079,2026-08-26 15:13:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS008080,2026-08-26 15:13:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS008081,2026-08-26 15:13:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS008082,2026-08-26 15:13:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS008083,2026-08-26 15:13:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS008084,2026-08-26 15:13:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS008085,2026-08-26 15:13:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS008086,2026-08-26 15:13:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS008087,2026-08-26 15:13:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS008088,2026-08-26 15:13:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS008089,2026-08-26 15:14:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS008090,2026-08-26 15:14:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS008091,2026-08-26 15:14:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS008092,2026-08-26 15:14:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS008093,2026-08-26 15:14:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS008094,2026-08-26 15:14:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS008095,2026-08-26 15:14:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS008096,2026-08-26 15:14:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS008097,2026-08-26 15:14:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS008098,2026-08-26 15:14:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS008099,2026-08-26 15:14:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS008100,2026-08-26 15:14:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS008101,2026-08-26 15:15:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS008102,2026-08-26 15:15:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS008103,2026-08-26 15:15:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS008104,2026-08-26 15:15:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
